non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,51.3638879119699,51.3638879119699,0.940052520898714,0.940052520898714,2.36862322967016,5.61037600413311,251.967116412357,45144.142211119,45144.142211119
