non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.732319257499225,0.732319257499225,1.82205773503563,3.31989438980316,248.806475642566,35168.1677028853,35168.1677028853
