non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,63.7534803008411,63.7534803008411,1.00654610533599,1.00654610533599,2.69160097313958,7.24471579860592,267.409605866104,48337.36361655,48337.36361655
