non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.762520463589208,0.762520463589208,1.83661503467695,3.3731547856014,240.861081423565,36618.5202229445,36618.5202229445
