non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.859051120969143,0.859051120969143,2.09540560067244,4.39072463132945,243.920943646346,41254.2119823012,41254.2119823012
