non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.72581053466172,0.72581053466172,1.79257233567687,3.21331557863404,246.975243547869,34855.5993060598,34855.5993060598
