non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.695617086720191,0.695617086720191,1.78054111306105,3.17032665530068,255.965695359244,33405.6193555637,33405.6193555637
