non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.764638242706963,0.764638242706963,1.83873915675645,3.38096168658941,240.471775286437,36720.2223295165,36720.2223295165
