non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.753479705770594,0.753479705770594,1.79297654046484,3.21476487465726,237.959500001548,36184.3559102213,36184.3559102213
