non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.69790124476987,0.69790124476987,1.78058173798913,3.1704713256604,255.133767324956,33515.3114775835,33515.3114775835
