non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.857405066444278,0.857405066444278,2.09687156474488,4.39687035903564,244.560202267145,41175.1635058536,41175.1635058536
