non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,66.495706221966,66.495706221966,1.09881195999471,1.09881195999471,3.1033163425017,9.63057232163811,282.424696443661,52768.246754826,52768.246754826
