non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.707592491319636,0.707592491319636,1.77724037749435,3.15858335939625,251.167218320795,33980.7142106429,33980.7142106429
