non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.745072186802066,0.745072186802066,1.79303428686748,3.21497195388236,240.652425178208,35780.6016267956,35780.6016267956
