non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.770377330132911,0.770377330132911,1.8419428226071,3.39275336175382,239.096187096954,36995.8305249728,36995.8305249728
