non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.714122337764,0.714122337764,1.77890375613255,3.1644985735825,249.103502587877,34294.2970264406,34294.2970264406
