non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.781970131161628,0.781970131161628,1.87761142308436,3.52542465609689,240.11293376323,37552.5516087749,37552.5516087749
