non_null_cells,null_cells,min,max,range,mean,mean_of_abs,stddev,variance,coeff_var,sum,sum_abs
48023,41385,0,46.9234315617967,46.9234315617967,0.775169342865066,0.775169342865066,1.87783153472897,3.52625127282255,242.247910345422,37225.9573524091,37225.9573524091
